anchor_id,ip,lat,lon,city,country,asn,hostname,is_disabled
node_02031,node_02031,51.8515,5.8485,,NL,50266,,False
node_02032,node_02032,-43.0315,146.9575,,AU,4764,,False
node_01977,node_01977,56.9605,24.0515,,LV,12578,,False
node_02033,node_02033,51.2775,7.7785,,DE,3320,,False
node_02034,node_02034,59.7085,10.6185,,NO,25400,,False
node_02035,node_02035,45.7905,3.6805,,FR,5410,,False
node_02036,node_02036,56.5975,24.2075,,LV,24921,,False
node_02037,node_02037,40.8215,-79.3295,,US,6167,,False
node_02038,node_02038,35.5585,45.4115,,IQ,51018,,False
node_02039,node_02039,47.4495,-88.2105,,US,7018,,False
node_02040,node_02040,29.3605,47.9815,,KW,29357,,False
node_02041,node_02041,50.9815,5.8275,,NL,33915,,False
node_02042,node_02042,50.9295,-0.1415,,GB,2856,,False
node_02043,node_02043,51.9195,4.6215,,NL,50266,,False
node_02044,node_02044,42.2705,23.5405,,BG,8866,,False
node_02045,node_02045,48.4875,-122.8885,,US,209,,False
node_02046,node_02046,45.3805,-92.4985,,US,21928,,False
node_02047,node_02047,49.4975,5.7495,,FR,12322,,False
node_02048,node_02048,49.4475,14.0895,,CZ,34911,,False
node_02049,node_02049,42.8705,-71.4895,,US,13977,,False
node_02050,node_02050,46.0495,11.1175,,IT,30722,,False
node_02051,node_02051,45.8975,10.8485,,IT,30722,,False
node_02052,node_02052,46.0805,11.1615,,IT,1267,,False
node_02053,node_02053,46.1005,11.1105,,IT,30722,,False
node_02054,node_02054,53.0275,18.8075,,PL,5617,,False
node_02055,node_02055,48.2485,16.4515,,AT,8447,,False
node_02056,node_02056,45.8895,11.0305,,IT,30722,,False
node_02057,node_02057,48.2315,16.3195,,AT,40980,,False
node_02058,node_02058,53.3375,83.6675,,RU,50512,,False
node_02059,node_02059,40.7405,-74.0015,,US,20057,,False
node_02060,node_02060,50.7305,15.1705,,CZ,13036,,False
node_02061,node_02061,56.3805,24.2295,,LV,24921,,False
node_01196,node_01196,-8.5585,125.5575,,TL,38077,,False
node_02062,node_02062,49.7515,16.4805,,CZ,13036,,False
node_02063,node_02063,52.3405,21.2305,,PL,12912,,False
node_02064,node_02064,49.8375,9.8615,,DE,3320,,False
node_02065,node_02065,37.8575,23.7595,,GR,3329,,False
node_02066,node_02066,60.8985,26.9195,,FI,719,,False
node_02067,node_02067,-33.8985,150.8915,,AU,133612,,False
node_02068,node_02068,42.2705,23.5385,,BG,12716,,False
node_02069,node_02069,61.2015,26.0205,,FI,1759,,False
node_02070,node_02070,52.7385,6.9005,,NL,208172,,False
node_02071,node_02071,48.9075,13.8695,,CZ,13036,,False
node_01996,node_01996,56.0685,12.0915,,DK,216275,,False
node_02072,node_02072,48.4785,16.5885,,AT,8447,,False
node_02073,node_02073,51.1885,-2.5085,,GB,2856,,False
node_01998,node_01998,59.6585,17.4005,,SE,3301,,False
node_02074,node_02074,5.3815,100.2185,,MY,38466,,False
node_02075,node_02075,28.4075,-81.4195,,US,33363,,False
node_01241,node_01241,33.8905,-84.3705,,US,7922,,False
node_02076,node_02076,-33.4585,-70.5695,,CL,7418,,False
node_02061,node_02061,56.4115,24.1985,,LV,24921,,False
node_02077,node_02077,60.0495,24.5815,,FI,16086,,False
node_02078,node_02078,48.0415,7.0015,,FR,15557,,False
node_02079,node_02079,39.8795,-105.1195,,US,30600,,False
node_02080,node_02080,56.9675,24.1685,,LV,24921,,False
node_02081,node_02081,50.3485,8.9685,,DE,3320,,False
node_02082,node_02082,47.2185,8.8215,,CH,3303,,False
node_02002,node_02002,47.2175,8.8195,,CH,3303,,False
node_02083,node_02083,45.4015,11.3275,,IT,1267,,False
node_02084,node_02084,37.3685,-122.0025,,US,21928,,False
node_02085,node_02085,45.1715,-93.8605,,US,20115,,False
node_02086,node_02086,32.6505,54.5615,,IR,58224,,False
node_02087,node_02087,55.6475,38.0605,,RU,205090,,False
node_02088,node_02088,50.8385,8.7615,,DE,6805,,False
node_02089,node_02089,-8.5605,125.5585,,TL,38077,,False
node_02090,node_02090,42.1615,14.6085,,IT,3269,,False
node_02091,node_02091,52.8185,1.3995,,GB,203649,,False
node_02092,node_02092,55.6915,12.5885,,DK,3308,,False
node_02093,node_02093,54.9905,82.9795,,RU,34757,,False
node_02094,node_02094,35.2095,26.1075,,GR,29247,,False
node_01286,node_01286,36.2775,-95.8295,,US,22773,,False
node_02095,node_02095,47.1395,10.5575,,AT,25255,,False
node_02096,node_02096,38.1895,20.3775,,GR,29247,,False
node_02097,node_02097,28.5685,-81.5895,,US,33363,,False
node_02098,node_02098,52.1675,6.1375,,NL,31615,,False
node_02099,node_02099,51.5275,6.3775,,DE,3209,,False
node_02100,node_02100,14.5975,121.0405,,PH,45754,,False
node_02101,node_02101,47.8175,7.3475,,FR,15557,,False
node_02102,node_02102,41.9495,-88.2525,,US,21928,,False
node_02103,node_02103,45.8075,1.2785,,FR,15557,,False
node_02104,node_02104,59.1785,10.8305,,NO,2119,,False
node_02105,node_02105,6.4495,2.3515,,BJ,328228,,False
node_02106,node_02106,61.5685,-149.0125,,US,14593,,False
node_02107,node_02107,46.8415,15.5895,,AT,8447,,False
node_02108,node_02108,34.7215,33.0785,,CY,6866,,False
node_02109,node_02109,48.7075,16.1295,,AT,8412,,False
node_02110,node_02110,-32.2485,115.8215,,AU,7545,,False
node_02111,node_02111,48.1585,16.3685,,AT,8412,,False
node_02112,node_02112,51.7895,8.0585,,DE,12355,,False
node_02113,node_02113,44.7795,-93.2085,,US,21928,,False
node_02114,node_02114,-8.4715,126.4595,,TL,38077,,False
node_02115,node_02115,46.0305,-1.3795,,FR,51207,,False
node_02116,node_02116,41.6385,-88.4485,,US,30600,,False
node_02117,node_02117,-36.6485,144.3405,,AU,1221,,False
