ip,tags
node_02118,cable;nat;ds-lite;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;docsis3;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;t-mobile;system-v5
node_02119,fibre;home;nat;ipv4;ds-lite;multihomed;ftth;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;pppoe;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-v5
node_02120,mobile;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-1d;t-mobile;system-v5
node_02121,mobile;native-ipv6;ipv6;464xlat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;t-mobile;system-v5
node_02122,fibre;office;ipv4;multihomed;fttc;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;native-ipv4;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-v5
node_02123,ipv4;multihomed;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-doesnt-work;known-ipv6-issues;lte;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;4g;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;5g;starlink;system-v5
node_02124,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-auto-geoip-city;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;t-mobile;fiber-2;system-v5;usi
node_02125,mobile;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;telstra;system-v5
node_02126,nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;5g;system-v5
node_02127,native-ipv6;dual-stack;ipv4;ipv6;wireless-isp;hackerspace;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;native-ipv4;system-ipv4-capable;system-ipv4-rfc1918;o2;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;5g;system-v5
node_02128,mobile;home;ipv4;ipv6;wireless-isp;double-nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;cgn;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-v5
node_02129,nat;ipv4;wireless-isp;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;cgn;lte;system-ipv4-capable;system-ipv4-rfc1918;ups;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-v5
node_02130,mobile;home;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-v5
node_02131,home;comcast;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;lte;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;system-v5
node_02132,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;verizon;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;5g;system-v5;fwa-2;verizon-home-internet-3
node_02133,fibre;ftth;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;t-mobile;system-v5;popc
node_02134,fibre;home;nat;ipv4;wireless-isp;orange;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;native-ipv4;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-v5
node_02135,wireless-isp;464xlat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-doesnt-work;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;t-mobile;5g;system-v5
node_02136,home;3g;ipv4;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;4g;homelab;irancell;system-v5;td-lte
node_02137,dsl;home;ipv4;ipv6;vdsl2;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;system-ipv4-capable;system-ipv6-capable;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;t-mobile;system-software
node_02138,mobile;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-doesnt-work;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-1d;system-software
node_02139,mobile;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software
node_02140,native-ipv6;double-nat;system-ipv4-works;system-ipv6-works;lte;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-1d;system-ipv4-stable-1d;system-software
node_02141,home;nat;ipv4;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;homelab;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software
node_02142,fibre;home;ftth;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;gpon;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;homelab;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software;failover-2
node_02143,satellite;datacentre;ipv4;ipv6;multihomed;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;lte;system-ipv4-capable;system-ipv6-capable;noc;microwave;system-ipv6-stable-1d;system-ipv4-stable-1d;system-software
node_02144,home;nat;ipv4;double-nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software
node_02145,mobile;ipv4;ipv6;6to4;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-doesnt-work;lte;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;4g;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;system-software
node_02146,mobile;home;native-ipv6;dual-stack;ipv4;ipv6;wireless-isp;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;lte;native-ipv4;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;4g;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;5g;system-software;docker
node_02020,mobile;home;ipv4;ipv6;wireless-isp;double-nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;system-ipv4-capable;system-ipv6-capable;4g;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;system-software
node_02147,mobile;home;3g;ipv4;system-resolver-mangles-case;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-1d;system-software;raspberry-pi
node_02148,double-nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-1d;system-software;raspberry-pi
node_02149,dsl;vdsl;ipv4;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-doesnt-work;lte;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software;wwan;bsb
node_02150,nat;ipv4;double-nat;lte;system-ipv4-capable;system-ipv6-ula;4g;system-software
node_02151,vdsl2;ftth;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software;tim-2;very-mobile
node_02152,nat;ipv4;lte;system-auto-geoip-city;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;4g;system-software;openwrt-3
node_02153,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;t-mobile;5g;system-software
node_02154,mobile;home;nat;native-ipv6;dual-stack;ipv4;ipv6;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;cgn;lte;native-ipv4;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;4g;homelab;o2;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;system-software;openwrt-3
node_02155,mobile;home;nat;native-ipv6;dual-stack;ipv4;ipv6;464xlat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-doesnt-work;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;system-software
node_02156,fibre;home;ftth;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software;openwrt-3
node_02157,mobile;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software
node_02158,mobile;home;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software
node_02159,cable;home;native-ipv6;dual-stack;ipv4;ipv6;ds-lite;double-nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;t-mobile;system-software
node_02160,mobile;home;ipv4;ipv6;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;cgn;lte;iwantbcp38compliancetesting;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;ups;4g;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;system-software;tim
node_02161,mobile;home;nat;native-ipv6;dual-stack;ipv4;ipv6;multihomed;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;4g;pppoe;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;5g;system-software;raspberry-pi
node_02162,mobile;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;cgn;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software;ee
node_02163,mobile;home;native-ipv6;dual-stack;ipv4;ipv6;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;cgn;lte;iwantbcp38compliancetesting;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;ups;vivo;4g;system-ipv6-stable-1d;system-ipv4-stable-1d;system-software
node_02164,fibre;ipv6-tunnel;ipv4;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;native-ipv4;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;homelab;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;t-mobile;system-software
node_02023,mobile;nat;system-resolves-a-correctly;system-doesnt-resolve-aaaa;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software
node_02165,home;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;cgn;lte;native-ipv4;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software
node_02166,mobile;home;nat;ipv4;double-nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-doesnt-work;cgn;lte;native-ipv4;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;4g;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;5g;system-software;docker
node_02167,native-ipv6;464xlat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;lte;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;system-software
node_02168,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;5g;system-software;turris-omnia
node_02136,home;3g;ipv4;vpn;lte;system-ipv4-capable;system-ipv6-ula;system-ipv4-rfc1918;4g;homelab;irancell;system-software;openwrt-3;td-lte
node_02169,mobile;home;nat;ipv4;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;4g;homelab;no-ipv6;system-ipv4-stable-30d;system-ipv4-stable-1d;system-software;docker;shatel-mobile-2
node_02170,mobile;home;nat;ipv4;system-resolves-a-correctly;system-doesnt-resolve-aaaa;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;system-software;openwrt-3
node_02171,mobile;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;telekom;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;system-software;raspberry-pi;armv8;rpi-3-model-b
node_02172,mobile;home;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;5g;system-software
node_02173,mobile;nat64;ipv4;ipv6;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;known-ipv6-issues;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;ipv6nat;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;t-mobile;5g;system-software
node_02174,fibre;dual-stack;ipv4;ipv6;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;t-mobile;system-software;docker
node_02175,mobile;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;homelab;no-ipv6;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software
node_02176,mobile;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;telekom;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;4g;system-ipv6-stable-1d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;5g;system-software
node_02177,home;nat;ipv4;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;4g;homelab;no-ipv6;system-ipv4-stable-1d;system-software;docker;tdd-lte;irancell-2
node_02178,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;lte;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-1d;system-software;raspberry-pi;fastgr_probes;as211186-2
node_02179,mobile;nat;ipv4;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;no-ipv6;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;t-mobile;5g;system-software
node_02180,ipv6-tunnel;dual-stack;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;lte;native-ipv4;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-1d;system-ipv4-stable-1d;5g;system-software;prod-2;openwrt-3
node_02181,mobile;native-ipv6;ipv4;ipv6;wireless-isp;hackerspace;double-nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-doesnt-work;cgn;lte;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;4g;homelab;system-ipv6-stable-30d;system-ipv4-stable-30d;system-ipv4-stable-90d;5g;system-software;orange-pi;dito-telecommunity
node_02182,fibre;home;nat;ipv4;fttc;ftth;isp;cgn;system-ipv4-capable;wi-fi;5g;system-software
node_02098,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;5g;system-software;docker
node_02183,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;t-mobile;system-software
node_02184,mobile;nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-auto-geoip-country;system-ipv4-capable;system-ipv4-rfc1918;no-ipv6;system-ipv4-stable-1d;system-software
node_02185,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;cgnat;system-software;ee-2
node_02186,datacentre;nat;ipv4;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;ups;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software
node_02187,home;dual-stack;ipv4;ipv6;wireless-isp;464xlat;double-nat;cgn;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;t-mobile;5g;system-software;openwrt-3
node_02188,mobile;native-ipv6;ipv4;ipv6;wireless-isp;hackerspace;double-nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-doesnt-work;cgn;lte;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;4g;homelab;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-1d;5g;system-software;orange-pi;dito-telecommunity
node_02189,mobile;ipv4;free;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-software
node_02190,nat;system-resolver-mangles-case;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;5g;system-software;prod-2
node_02191,home;wireless-isp;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;system-auto-geoip-city;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;5g;system-software;openwrt-3
node_02192,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;5g;system-software;proxmox-2
node_02193,home;nat;native-ipv6;dual-stack;orange;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;lte;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-1d;system-software;docker
node_02181,mobile;nat;wireless-isp;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-doesnt-work;lte;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;ups;4g;homelab;pldt;system-ipv6-stable-30d;system-ipv4-stable-30d;5g;system-software;orange-pi
node_02188,mobile;nat;ipv4;ipv6;wireless-isp;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-doesnt-work;lte;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;4g;homelab;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-1d;5g;system-software;orange-pi;dito-telecommunity
node_02194,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-auto-geoip-city;system-ipv4-capable;system-ipv4-rfc1918;4g;att;system-ipv4-stable-1d;system-software
node_02195,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;system-auto-geoip-city;system-ipv4-capable;system-ipv6-capable;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-1d;t-mobile;system-software
node_02196,home;nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-1d;system-software;docker
node_02197,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-auto-geoip-city;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-1d;system-software
node_02198,mobile;nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;lte;system-ipv4-capable;system-ipv6-capable;system-ipv6-ula;system-ipv4-rfc1918;ipv6nat;system-ipv6-stable-1d;system-ipv4-stable-1d;t-mobile;system-software
node_02199,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-1d;system-ipv4-stable-1d;t-mobile;system-software
