ip,tags
node_01286,mobile;home;ipv4;wireless-isp;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-v4
node_02095,dsl;home;ipv4;vdsl2;multihomed;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;homelab;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;5g;system-v4
node_02096,mobile;home;nat;dual-stack;ipv4;ipv6;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;cgn;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;5g;system-v4
node_02097,home;nat;ipv4;multihomed;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv4-capable;system-ipv4-rfc1918;homelab;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;t-mobile;spectrum;system-v5
node_02098,mobile;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;4g;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-v5
node_02099,system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-v5
node_02100,fibre;ipv4;vpn;double-nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;lte;system-ipv4-capable;system-ipv4-rfc1918;docsis3;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;spectrum;system-v5
node_02101,fibre;home;no-nat;ipv4;ipv6;ftth;sfr;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;lte;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;system-v5
node_02102,mobile;nat;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;system-ipv6-works;verizon;system-ipv4-capable;system-ipv6-capable;system-ipv4-rfc1918;system-ipv6-stable-30d;system-ipv6-stable-1d;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv6-stable-90d;system-ipv4-stable-1d;5g;system-v5
node_02103,cable;office;nat;ipv4;wireless-isp;adsl;fttc;sfr;isp;system-resolves-a-correctly;system-resolves-aaaa-correctly;system-ipv4-works;known-ipv4-issues;lte;native-ipv4;broken;system-ipv4-capable;system-ipv4-rfc1918;wi-fi;4g;probe-v3;no-ipv6;system-ipv4-stable-30d;system-ipv4-stable-90d;system-ipv4-stable-1d;probe-v4;system-v5;guichet;ctv
